X1,cityid,city,statefips,city_pop2019,date,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home,bc,co,no2,o3,pm10,pm25,so2,Date,weekly_mean
8458,39,RALEIGH,37,1111761,2020-09-22,NA,NA,NA,NA,-0.39,0.119,-0.134,NA,0.17,0.004,0.018,9,4.9,0,2020-09-22,0.15571428571428572
8459,39,RALEIGH,37,1111761,2020-09-23,NA,NA,NA,NA,-0.389,0.12,-0.135,NA,0.34,0.015,0.0225,13,5,0,2020-09-23,0.319
8460,39,RALEIGH,37,1111761,2020-09-24,NA,NA,NA,NA,-0.386,0.117,-0.133,NA,0.41,0.011,0.011,15,9,0,2020-09-24,0.319
8461,39,RALEIGH,37,1111761,2020-09-25,NA,NA,NA,NA,-0.387,0.121,-0.137,NA,0.26,0.005,0.02,11.5,10.9,0,2020-09-25,0.319
8462,39,RALEIGH,37,1111761,2020-09-26,NA,NA,NA,NA,-0.386,0.121,-0.137,NA,0.2,0.002,0.015,6.5,3.05,0,2020-09-26,0.319
8463,39,RALEIGH,37,1111761,2020-09-27,NA,NA,NA,NA,-0.384,0.121,-0.137,NA,0.385,0.0035,0.0025,7,3,0,2020-09-27,0.319
8464,40,OMAHA,31,571327,2020-02-24,0.0614,0.0671,0.301,0.0429,0.0286,-0.00857,0.0137,NA,0.26,NA,0.036,11,4,0,2020-02-24,0.235
8465,40,OMAHA,31,571327,2020-02-25,0.0643,0.0643,0.3,0.0371,0.0286,-0.00857,0.0137,NA,0.21,NA,0.034,11,6,0,2020-02-25,0.235
8466,40,OMAHA,31,571327,2020-02-26,0.0814,0.0771,0.326,0.0457,0.0286,-0.0114,0.0169,NA,0.19,NA,0.0325,9.5,4,0,2020-02-26,0.3092857142857143
8467,40,OMAHA,31,571327,2020-02-27,0.0857,0.0843,0.339,0.0557,0.0286,-0.0114,0.0169,NA,0.34,NA,0.022,18,5,0,2020-02-27,0.3092857142857143
8468,40,OMAHA,31,571327,2020-02-28,0.0857,0.0914,0.354,0.0643,0.0286,-0.0129,0.0183,NA,0.39,NA,0.022,16,4,0,2020-02-28,0.3092857142857143
8469,40,OMAHA,31,571327,2020-02-29,0.0871,0.0971,0.366,0.0629,0.0286,-0.0143,0.0208,NA,0.37,NA,0.0185,24.5,11,0,2020-02-29,0.3092857142857143
8470,40,OMAHA,31,571327,2020-03-01,0.0886,0.104,0.354,0.0643,0.03,-0.0143,0.0208,NA,0.22,NA,0.03,16.5,4,0,2020-03-01,0.3092857142857143
8471,40,OMAHA,31,571327,2020-03-02,0.0929,0.11,0.364,0.0686,0.03,-0.0143,0.0208,NA,0.42,NA,0.0295,7,3,0,2020-03-02,0.3092857142857143
8472,40,OMAHA,31,571327,2020-03-03,0.103,0.126,0.42,0.0757,0.03,-0.0157,0.0222,NA,0.235,NA,0.026,14,3,0,2020-03-03,0.3092857142857143
8473,40,OMAHA,31,571327,2020-03-04,0.11,0.136,0.473,0.0786,0.0314,-0.0171,0.0238,NA,0.225,NA,0.028,17,2.5,0,2020-03-04,0.23714285714285716
8474,40,OMAHA,31,571327,2020-03-05,0.113,0.14,0.474,0.0729,0.03,-0.0186,0.0252,NA,0.175,NA,0.036,28,3,0,2020-03-05,0.23714285714285716
8475,40,OMAHA,31,571327,2020-03-06,0.11,0.139,0.484,0.0686,0.0286,-0.0186,0.0252,NA,0.34,NA,0.031,14,5,0,2020-03-06,0.23714285714285716
8476,40,OMAHA,31,571327,2020-03-07,0.104,0.14,0.476,0.0671,0.0286,-0.0171,0.0227,NA,0.22,NA,0.036,51,13,0,2020-03-07,0.23714285714285716
8477,40,OMAHA,31,571327,2020-03-08,0.0986,0.141,0.516,0.0686,0.0243,-0.0171,0.0227,NA,0.24,NA,0.041,33,10,0,2020-03-08,0.23714285714285716
8478,40,OMAHA,31,571327,2020-03-09,0.0871,0.133,0.459,0.05,0.0114,-0.0114,0.0159,NA,0.21,NA,0.02,9.5,6,0,2020-03-09,0.23714285714285716
8479,40,OMAHA,31,571327,2020-03-10,0.0771,0.124,0.411,0.0414,-0.00143,-0.00714,0.0117,NA,0.25,NA,0.016,11.5,6.5,0,2020-03-10,0.23714285714285716
8480,40,OMAHA,31,571327,2020-03-11,0.0686,0.12,0.413,0.0343,-0.0143,-0.00286,0.00694,NA,0.23,NA,0.011,22,12,0,2020-03-11,0.22214285714285714
8481,40,OMAHA,31,571327,2020-03-12,0.0657,0.143,0.433,0.0286,-0.0257,0.00143,0.00263,NA,0.19,NA,0.03,11,4,0,2020-03-12,0.22214285714285714
8482,40,OMAHA,31,571327,2020-03-13,0.0543,0.174,0.399,0.0114,-0.0471,0.01,-0.00567,NA,0.23,NA,0.0295,11,5,0,2020-03-13,0.22214285714285714
8483,40,OMAHA,31,571327,2020-03-14,0.01,0.166,0.256,-0.03,-0.06,0.0214,-0.0257,NA,0.15,NA,0.032,7,4,0,2020-03-14,0.22214285714285714
8484,40,OMAHA,31,571327,2020-03-15,-0.0314,0.157,0.0957,-0.0729,-0.07,0.03,-0.0431,NA,0.195,NA,0.033,7,6,0,2020-03-15,0.22214285714285714
8485,40,OMAHA,31,571327,2020-03-16,-0.0457,0.189,0.1,-0.0886,-0.0914,0.0371,-0.0516,NA,0.28,NA,0.021,9,8,0,2020-03-16,0.22214285714285714
8486,40,OMAHA,31,571327,2020-03-17,-0.0857,0.196,0.0943,-0.11,-0.121,0.0514,-0.0656,NA,0.28,NA,0.016,10,5,0,2020-03-17,0.22214285714285714
8487,40,OMAHA,31,571327,2020-03-18,-0.14,0.19,0.0157,-0.151,-0.159,0.07,-0.0864,NA,0.29,NA,0.013,7.5,5.5,0,2020-03-18,0.25857142857142856
8488,40,OMAHA,31,571327,2020-03-19,-0.203,0.151,-0.0686,-0.197,-0.199,0.0929,-0.109,NA,0.25,NA,0.008,4.5,2,0,2020-03-19,0.25857142857142856
8489,40,OMAHA,31,571327,2020-03-20,-0.259,0.111,-0.139,-0.236,-0.231,0.113,-0.129,NA,0.195,NA,0.033,4.5,3,0,2020-03-20,0.25857142857142856
8490,40,OMAHA,31,571327,2020-03-21,-0.296,0.0943,-0.113,-0.247,-0.251,0.12,-0.141,NA,0.195,NA,0.033,9,4,0,2020-03-21,0.25857142857142856
8491,40,OMAHA,31,571327,2020-03-22,-0.339,0.0614,-0.117,-0.281,-0.283,0.129,-0.159,NA,0.27,NA,0.026,10.5,6.5,0,2020-03-22,0.25857142857142856
8492,40,OMAHA,31,571327,2020-03-23,-0.376,0.0143,-0.107,-0.311,-0.309,0.14,-0.172,NA,0.37,NA,0.015,7,4,0,2020-03-23,0.25857142857142856
8493,40,OMAHA,31,571327,2020-03-24,-0.394,-0.0157,-0.0914,-0.339,-0.327,0.149,-0.181,NA,0.24,NA,0.019,9,6,0,2020-03-24,0.25857142857142856
8494,40,OMAHA,31,571327,2020-03-25,-0.403,-0.0371,-0.0386,-0.351,-0.341,0.154,-0.187,NA,0.25,NA,0.017,11,8,0,2020-03-25,0.26642857142857146
8495,40,OMAHA,31,571327,2020-03-26,-0.404,-0.0471,0.0271,-0.353,-0.351,0.156,-0.188,NA,0.24,NA,0.019,11,6,0,2020-03-26,0.26642857142857146
8496,40,OMAHA,31,571327,2020-03-27,-0.407,-0.0629,0.0629,-0.357,-0.36,0.159,-0.191,NA,0.25,NA,0.017,15,9,0,2020-03-27,0.26642857142857146
8497,40,OMAHA,31,571327,2020-03-28,-0.411,-0.0786,0.0243,-0.377,-0.37,0.161,-0.196,NA,0.28,NA,0.013,7,6,0,2020-03-28,0.26642857142857146
8498,40,OMAHA,31,571327,2020-03-29,-0.404,-0.0729,0.144,-0.369,-0.374,0.16,-0.193,NA,0.2,NA,0.035,5,3,0,2020-03-29,0.26642857142857146
8499,40,OMAHA,31,571327,2020-03-30,-0.401,-0.0743,0.236,-0.359,-0.38,0.16,-0.193,NA,0.34,NA,0.027,15,6,0,2020-03-30,0.26642857142857146
8500,40,OMAHA,31,571327,2020-03-31,-0.397,-0.0714,0.276,-0.351,-0.386,0.16,-0.193,NA,0.305,NA,0.036,29,8,0,2020-03-31,0.26642857142857146
8501,40,OMAHA,31,571327,2020-04-01,-0.391,-0.0571,0.313,-0.343,-0.39,0.16,-0.193,NA,0.29,NA,0.036,37,14,0,2020-04-01,0.3442857142857143
8502,40,OMAHA,31,571327,2020-04-02,-0.394,-0.0514,0.27,-0.35,-0.394,0.161,-0.195,NA,0.25,NA,0.03,27,10,0,2020-04-02,0.3442857142857143
8503,40,OMAHA,31,571327,2020-04-03,-0.403,-0.0571,0.219,-0.366,-0.403,0.167,-0.2,NA,0.32,NA,0.025,8,6,0,2020-04-03,0.3442857142857143
8504,40,OMAHA,31,571327,2020-04-04,-0.401,-0.0457,0.249,-0.363,-0.404,0.167,-0.2,NA,0.345,NA,0.031,8,6,0,2020-04-04,0.3442857142857143
8505,40,OMAHA,31,571327,2020-04-05,-0.404,-0.0429,0.199,-0.37,-0.406,0.167,-0.2,NA,0.425,NA,0.026,11,5,0,2020-04-05,0.3442857142857143
8506,40,OMAHA,31,571327,2020-04-06,-0.407,-0.04,0.156,-0.376,-0.41,0.17,-0.204,NA,0.5,NA,0.02,13,7,0,2020-04-06,0.3442857142857143
8507,40,OMAHA,31,571327,2020-04-07,-0.407,-0.0371,0.187,-0.376,-0.414,0.17,-0.204,NA,0.28,NA,0.0165,21,8,0,2020-04-07,0.3442857142857143
8508,40,OMAHA,31,571327,2020-04-08,-0.413,-0.0443,0.133,-0.387,-0.419,0.171,-0.205,NA,0.325,NA,0.025,39,10,0,2020-04-08,0.38142857142857145
8509,40,OMAHA,31,571327,2020-04-09,-0.411,-0.0457,0.123,-0.386,-0.423,0.173,-0.207,NA,0.41,NA,0.035,18,4,0,2020-04-09,0.38142857142857145
8510,40,OMAHA,31,571327,2020-04-10,-0.4,-0.03,0.16,-0.37,-0.427,0.17,-0.204,NA,0.28,NA,0.028,16.5,4,0,2020-04-10,0.38142857142857145
8511,40,OMAHA,31,571327,2020-04-11,-0.394,-0.0171,0.163,-0.36,-0.436,0.169,-0.201,NA,0.44,NA,0.0355,51,29,0,2020-04-11,0.38142857142857145
8512,40,OMAHA,31,571327,2020-04-12,-0.433,-0.0629,0.0414,-0.38,-0.457,0.174,-0.213,NA,0.53,NA,0.029,10,6,0,2020-04-12,0.38142857142857145
8513,40,OMAHA,31,571327,2020-04-13,-0.436,-0.0729,-0.04,-0.386,-0.459,0.176,-0.215,NA,0.53,NA,0.034,7,2.05,0,2020-04-13,0.38142857142857145
8514,40,OMAHA,31,571327,2020-04-14,-0.441,-0.0843,-0.176,-0.394,-0.457,0.18,-0.219,NA,0.155,NA,0.035,9,4,0,2020-04-14,0.38142857142857145
8515,40,OMAHA,31,571327,2020-04-15,-0.433,-0.0829,-0.224,-0.387,-0.456,0.18,-0.219,NA,0.185,NA,0.035,13.5,6,0,2020-04-15,0.21785714285714286
8516,40,OMAHA,31,571327,2020-04-16,-0.443,-0.1,-0.251,-0.399,-0.456,0.184,-0.223,NA,0.21,NA,0.036,14.5,6,0,2020-04-16,0.21785714285714286
8517,40,OMAHA,31,571327,2020-04-17,-0.444,-0.113,-0.27,-0.403,-0.45,0.184,-0.223,NA,0.26,NA,0.028,13.5,9,0,2020-04-17,0.21785714285714286
8518,40,OMAHA,31,571327,2020-04-18,-0.441,-0.127,-0.269,-0.391,-0.437,0.183,-0.221,NA,0.22,NA,0.033,15,6,0,2020-04-18,0.21785714285714286
8519,40,OMAHA,31,571327,2020-04-19,-0.396,-0.0886,-0.19,-0.361,-0.411,0.176,-0.206,NA,0.23,NA,0.032,14,5.5,0,2020-04-19,0.21785714285714286
8520,40,OMAHA,31,571327,2020-04-20,-0.381,-0.0786,-0.14,-0.344,-0.409,0.173,-0.203,NA,0.22,NA,0.029,18,6,0,2020-04-20,0.21785714285714286
8521,40,OMAHA,31,571327,2020-04-21,-0.369,-0.07,-0.0871,-0.331,-0.409,0.169,-0.199,NA,0.2,NA,0.028,23,3,0,2020-04-21,0.21785714285714286
8522,40,OMAHA,31,571327,2020-04-22,-0.369,-0.0757,-0.0557,-0.324,-0.407,0.169,-0.199,NA,0.185,NA,0.041,27,5,0,2020-04-22,0.20142857142857143
8523,40,OMAHA,31,571327,2020-04-23,-0.347,-0.0557,0.0129,-0.294,-0.404,0.161,-0.191,NA,0.2,NA,0.029,23,8,0,2020-04-23,0.20142857142857143
8524,40,OMAHA,31,571327,2020-04-24,-0.341,-0.0529,0.0271,-0.287,-0.403,0.16,-0.19,NA,0.155,NA,0.034,18,4,0,2020-04-24,0.20142857142857143
8525,40,OMAHA,31,571327,2020-04-25,-0.34,-0.0543,0.0429,-0.29,-0.404,0.16,-0.19,NA,0.165,NA,0.041,12,6.5,0,2020-04-25,0.20142857142857143
8526,40,OMAHA,31,571327,2020-04-26,-0.333,-0.05,0.114,-0.283,-0.407,0.159,-0.187,NA,0.18,NA,0.02,13,5,0,2020-04-26,0.20142857142857143
8527,40,OMAHA,31,571327,2020-04-27,-0.329,-0.0457,0.176,-0.279,-0.406,0.157,-0.185,NA,0.245,NA,0.04,16,4,0,2020-04-27,0.20142857142857143
8528,40,OMAHA,31,571327,2020-04-28,-0.327,-0.0429,0.196,-0.279,-0.406,0.149,-0.177,NA,0.28,NA,0.032,23,8,0,2020-04-28,0.20142857142857143
8529,40,OMAHA,31,571327,2020-04-29,-0.323,-0.0371,0.21,-0.279,-0.406,0.147,-0.175,NA,0.16,NA,0.038,8.5,4.5,0,2020-04-29,0.3364285714285714
8530,40,OMAHA,31,571327,2020-04-30,-0.316,-0.03,0.276,-0.274,-0.406,0.146,-0.174,NA,0.21,NA,0.0295,19,6,0,2020-04-30,0.3364285714285714
8531,40,OMAHA,31,571327,2020-05-01,-0.303,-0.0129,0.374,-0.254,-0.404,0.14,-0.169,NA,0.43,NA,0.042,38.5,7,0,2020-05-01,0.3364285714285714
8532,40,OMAHA,31,571327,2020-05-02,-0.296,-0.00143,0.403,-0.244,-0.403,0.137,-0.163,NA,0.39,NA,0.03,17.5,5,0,2020-05-02,0.3364285714285714
8533,40,OMAHA,31,571327,2020-05-03,-0.29,0.00714,0.414,-0.24,-0.394,0.136,-0.161,NA,0.45,NA,0.026,16,7,0,2020-05-03,0.3364285714285714
8534,40,OMAHA,31,571327,2020-05-04,-0.286,0.00857,0.326,-0.254,-0.393,0.137,-0.162,NA,0.505,NA,0.025,24,7,0,2020-05-04,0.3364285714285714
8535,40,OMAHA,31,571327,2020-05-05,-0.271,0.0229,0.32,-0.251,-0.389,0.144,-0.169,NA,0.21,NA,0.025,12,8,0,2020-05-05,0.3364285714285714
8536,40,OMAHA,31,571327,2020-05-06,-0.263,0.03,0.336,-0.25,-0.384,0.143,-0.168,NA,0.23,NA,0.02,7,4,0,2020-05-06,0.25785714285714284
8537,40,OMAHA,31,571327,2020-05-07,-0.263,0.0286,0.254,-0.264,-0.381,0.144,-0.169,NA,0.32,NA,0.027,13,6,0,2020-05-07,0.25785714285714284
8538,40,OMAHA,31,571327,2020-05-08,-0.257,0.0329,0.233,-0.27,-0.377,0.144,-0.169,NA,0.305,NA,0.0295,6.5,6,0,2020-05-08,0.25785714285714284
8539,40,OMAHA,31,571327,2020-05-09,-0.246,0.0486,0.22,-0.271,-0.371,0.143,-0.167,NA,0.235,NA,0.029,19,10.5,0,2020-05-09,0.25785714285714284
8540,40,OMAHA,31,571327,2020-05-10,-0.231,0.0729,0.173,-0.266,-0.369,0.141,-0.164,NA,0.2,NA,0.029,8,4,0,2020-05-10,0.25785714285714284
8541,40,OMAHA,31,571327,2020-05-11,-0.23,0.0729,0.221,-0.26,-0.367,0.139,-0.16,NA,0.27,NA,0.034,9,4,0,2020-05-11,0.25785714285714284
8542,40,OMAHA,31,571327,2020-05-12,-0.234,0.0629,0.237,-0.261,-0.366,0.139,-0.16,NA,0.245,NA,0.027,17,4,0,2020-05-12,0.25785714285714284
8543,40,OMAHA,31,571327,2020-05-13,-0.237,0.0557,0.186,-0.274,-0.366,0.14,-0.162,NA,0.31,NA,0.025,9,5,0,2020-05-13,0.305
8544,40,OMAHA,31,571327,2020-05-14,-0.231,0.0557,0.223,-0.27,-0.364,0.139,-0.16,NA,0.355,NA,0.013,7,11.5,0,2020-05-14,0.305
8545,40,OMAHA,31,571327,2020-05-15,-0.23,0.0514,0.276,-0.266,-0.364,0.136,-0.158,NA,0.32,NA,0.0215,15.5,5,0,2020-05-15,0.305
8546,40,OMAHA,31,571327,2020-05-16,-0.234,0.0314,0.269,-0.273,-0.364,0.137,-0.16,NA,0.305,NA,0.025,15,7,0,2020-05-16,0.305
8547,40,OMAHA,31,571327,2020-05-17,-0.244,0.00714,0.246,-0.29,-0.363,0.14,-0.166,NA,0.22,NA,0.029,5.5,3,0,2020-05-17,0.305
8548,40,OMAHA,31,571327,2020-05-18,-0.237,0.01,0.256,-0.289,-0.36,0.139,-0.164,NA,0.325,NA,0.029,5,2,0,2020-05-18,0.305
8549,40,OMAHA,31,571327,2020-05-19,-0.231,0.0129,0.266,-0.284,-0.357,0.137,-0.163,NA,0.3,NA,0.0225,5.5,3,0,2020-05-19,0.305
8550,40,OMAHA,31,571327,2020-05-20,-0.22,0.02,0.347,-0.267,-0.354,0.133,-0.158,NA,0.225,NA,0.021,8.5,3,0,2020-05-20,0.22642857142857142
8551,40,OMAHA,31,571327,2020-05-21,-0.213,0.0271,0.393,-0.253,-0.353,0.129,-0.154,NA,0.205,NA,0.022,9,3.5,0,2020-05-21,0.22642857142857142
8552,40,OMAHA,31,571327,2020-05-22,-0.21,0.03,0.317,-0.256,-0.353,0.13,-0.155,NA,0.235,NA,0.016,10,7.5,0,2020-05-22,0.22642857142857142
8553,40,OMAHA,31,571327,2020-05-23,-0.207,0.0414,0.419,-0.233,-0.35,0.124,-0.145,NA,0.22,NA,0.023,11,4.5,0,2020-05-23,0.22642857142857142
8554,40,OMAHA,31,571327,2020-05-24,-0.201,0.0443,0.463,-0.226,-0.351,0.121,-0.139,NA,0.25,NA,0.03,12,4,0,2020-05-24,0.22642857142857142
8555,40,OMAHA,31,571327,2020-05-25,-0.211,0.0386,0.436,-0.24,-0.404,0.136,-0.156,NA,0.24,NA,0.014,11.5,8,0,2020-05-25,0.22642857142857142
8556,40,OMAHA,31,571327,2020-05-26,-0.209,0.0386,0.41,-0.241,-0.353,0.124,-0.142,NA,0.21,NA,0.0135,7,4,0,2020-05-26,0.22642857142857142
8557,40,OMAHA,31,571327,2020-05-27,-0.211,0.0357,0.397,-0.243,-0.351,0.124,-0.142,NA,0.42,NA,0.027,11,7,0,2020-05-27,0.29714285714285715
8558,40,OMAHA,31,571327,2020-05-28,-0.21,0.0343,0.429,-0.24,-0.347,0.124,-0.142,NA,0.295,NA,0.0475,19,7,0,2020-05-28,0.29714285714285715
8559,40,OMAHA,31,571327,2020-05-29,-0.207,0.0329,0.524,-0.221,-0.341,0.12,-0.138,NA,0.19,NA,0.037,15.5,5,0,2020-05-29,0.29714285714285715
8560,40,OMAHA,31,571327,2020-05-30,-0.209,0.0171,0.404,-0.24,-0.33,0.126,-0.148,NA,0.36,NA,0.0405,15,4,0.001,2020-05-30,0.29714285714285715
8561,40,OMAHA,31,571327,2020-05-31,-0.211,0.0186,0.471,-0.226,-0.314,0.126,-0.148,NA,0.23,NA,0.026,14,5,0,2020-05-31,0.29714285714285715
8562,40,OMAHA,31,571327,2020-06-01,-0.219,0.0114,0.491,-0.216,-0.314,0.127,-0.15,NA,0.215,NA,0.04,19,6,0,2020-06-01,0.29714285714285715
8563,40,OMAHA,31,571327,2020-06-02,-0.211,0.0243,0.553,-0.201,-0.311,0.123,-0.146,NA,0.37,NA,0.053,35,9,0,2020-06-02,0.29714285714285715
8564,40,OMAHA,31,571327,2020-06-03,-0.2,0.04,0.576,-0.197,-0.309,0.12,-0.142,NA,0.21,NA,0.043,23,4,0,2020-06-03,0.30428571428571427
8565,40,OMAHA,31,571327,2020-06-04,-0.194,0.05,0.56,-0.2,-0.307,0.117,-0.139,NA,0.27,NA,0.0535,23,3,0,2020-06-04,0.30428571428571427
8566,40,OMAHA,31,571327,2020-06-05,-0.194,0.0514,0.513,-0.214,-0.306,0.117,-0.139,NA,0.44,NA,0.0435,14,2,0,2020-06-05,0.30428571428571427
8567,40,OMAHA,31,571327,2020-06-06,-0.186,0.0671,0.617,-0.2,-0.303,0.11,-0.127,NA,0.22,NA,0.0545,0,-3,0,2020-06-06,0.30428571428571427
8568,40,OMAHA,31,571327,2020-06-07,-0.173,0.0743,0.624,-0.199,-0.301,0.107,-0.121,NA,0.46,NA,0.047,-1.5,-1.5,0,2020-06-07,0.30428571428571427
8569,40,OMAHA,31,571327,2020-06-08,-0.156,0.09,0.671,-0.194,-0.299,0.103,-0.116,NA,0.26,NA,0.05,0,-2,0,2020-06-08,0.30428571428571427
8570,40,OMAHA,31,571327,2020-06-09,-0.153,0.0814,0.66,-0.194,-0.296,0.103,-0.116,NA,0.27,NA,0.0415,2.5,-2,0,2020-06-09,0.30428571428571427
8571,40,OMAHA,31,571327,2020-06-10,-0.15,0.0714,0.686,-0.191,-0.294,0.103,-0.116,NA,0.275,NA,0.03,11,8,0,2020-06-10,0.325
8572,40,OMAHA,31,571327,2020-06-11,-0.149,0.0614,0.73,-0.186,-0.293,0.101,-0.115,NA,0.41,NA,0.035,13,6,0,2020-06-11,0.325
8573,40,OMAHA,31,571327,2020-06-12,-0.144,0.0586,0.776,-0.176,-0.291,0.0986,-0.112,NA,0.23,NA,0.04,20,5,0,2020-06-12,0.325
8574,40,OMAHA,31,571327,2020-06-13,-0.14,0.0571,0.82,-0.161,-0.289,0.0971,-0.109,NA,0.215,NA,0.0415,27,7,0,2020-06-13,0.325
8575,40,OMAHA,31,571327,2020-06-14,-0.139,0.0514,0.839,-0.154,-0.287,0.0957,-0.106,NA,0.2,NA,0.044,29.5,7,0,2020-06-14,0.325
8576,40,OMAHA,31,571327,2020-06-15,-0.137,0.05,0.854,-0.149,-0.286,0.0943,-0.105,NA,0.46,NA,0.0495,40.5,11,0,2020-06-15,0.325
8577,40,OMAHA,31,571327,2020-06-16,-0.129,0.0571,0.921,-0.137,-0.286,0.09,-0.101,NA,0.485,NA,0.051,41,13,0,2020-06-16,0.325
8578,40,OMAHA,31,571327,2020-06-17,-0.13,0.0571,0.936,-0.131,-0.286,0.0886,-0.099,NA,0.25,NA,0.0455,38,12.5,0,2020-06-17,0.27071428571428574
8579,40,OMAHA,31,571327,2020-06-18,-0.134,0.0514,0.844,-0.14,-0.287,0.0914,-0.102,NA,0.29,NA,0.042,38,13.5,0,2020-06-18,0.27071428571428574
8580,40,OMAHA,31,571327,2020-06-19,-0.129,0.0557,0.849,-0.141,-0.289,0.0914,-0.102,NA,0.19,NA,0.027,7.5,5,0,2020-06-19,0.27071428571428574
8581,40,OMAHA,31,571327,2020-06-20,-0.123,0.0643,0.869,-0.147,-0.291,0.0914,-0.102,NA,0.23,NA,0.022,12,6,0,2020-06-20,0.27071428571428574
8582,40,OMAHA,31,571327,2020-06-21,-0.12,0.07,0.887,-0.149,-0.287,0.09,-0.0989,NA,0.37,NA,0.038,14,6,0,2020-06-21,0.27071428571428574
8583,40,OMAHA,31,571327,2020-06-22,-0.121,0.0614,0.889,-0.157,-0.29,0.09,-0.0989,NA,0.23,NA,0.037,12,5,0,2020-06-22,0.27071428571428574
8584,40,OMAHA,31,571327,2020-06-23,-0.119,0.06,0.937,-0.151,-0.29,0.0886,-0.0975,NA,0.335,NA,0.032,13,4,0,2020-06-23,0.27071428571428574
8585,40,OMAHA,31,571327,2020-06-24,-0.116,0.0571,0.976,-0.149,-0.29,0.0871,-0.0959,NA,0.395,NA,0.032,16.5,5,0,2020-06-24,0.26071428571428573
8586,40,OMAHA,31,571327,2020-06-25,-0.109,0.0629,1.08,-0.137,-0.289,0.0829,-0.0916,NA,0.26,NA,0.048,23,6,0,2020-06-25,0.26071428571428573
8587,40,OMAHA,31,571327,2020-06-26,-0.111,0.0557,1.09,-0.137,-0.289,0.0814,-0.0902,NA,0.245,NA,0.0425,32,8,0,2020-06-26,0.26071428571428573
8588,40,OMAHA,31,571327,2020-06-27,-0.117,0.0429,1.11,-0.133,-0.287,0.08,-0.0877,NA,0.255,NA,0.038,12.5,5,0,2020-06-27,0.26071428571428573
8589,40,OMAHA,31,571327,2020-06-28,-0.117,0.0329,1.12,-0.131,-0.286,0.08,-0.0877,NA,0.23,NA,0.033,13.5,5,0,2020-06-28,0.26071428571428573
8590,40,OMAHA,31,571327,2020-06-29,-0.11,0.0414,1.12,-0.123,-0.284,0.0786,-0.086,NA,0.21,NA,0.023,50,22.5,0,2020-06-29,0.26071428571428573
8591,40,OMAHA,31,571327,2020-06-30,-0.106,0.0429,1.08,-0.127,-0.284,0.0786,-0.086,NA,0.23,NA,0.026,39,14,0,2020-06-30,0.26071428571428573
8592,40,OMAHA,31,571327,2020-07-01,-0.0957,0.0529,1.04,-0.126,-0.286,0.0771,-0.0844,NA,0.42,NA,0.032,15,7,0,2020-07-01,0.32357142857142857
8593,40,OMAHA,31,571327,2020-07-02,-0.0786,0.0743,1.04,-0.119,-0.29,0.0757,-0.083,NA,0.25,NA,0.036,17,5.5,0,2020-07-02,0.32357142857142857
8594,40,OMAHA,31,571327,2020-07-03,-0.0686,0.103,1.05,-0.117,-0.324,0.08,-0.0872,NA,0.25,NA,0.0415,21,8.5,0,2020-07-03,0.32357142857142857
8595,40,OMAHA,31,571327,2020-07-04,-0.113,0.0757,0.977,-0.12,-0.326,0.0757,-0.083,NA,0.33,NA,0.044,26.5,11,0,2020-07-04,0.32357142857142857
8596,40,OMAHA,31,571327,2020-07-05,-0.0914,0.0614,1.01,-0.133,-0.306,0.0757,-0.083,NA,0.36,NA,0.041,26,16,0,2020-07-05,0.32357142857142857
8597,40,OMAHA,31,571327,2020-07-06,-0.0786,0.0714,1.04,-0.12,-0.296,0.0771,-0.0847,NA,0.37,NA,0.035,32,18,0,2020-07-06,0.32357142857142857
8598,40,OMAHA,31,571327,2020-07-07,-0.0829,0.0686,1.04,-0.119,-0.3,0.0786,-0.0861,NA,0.285,NA,0.044,33,11.5,0,2020-07-07,0.32357142857142857
8599,40,OMAHA,31,571327,2020-07-08,-0.0943,0.0571,1.05,-0.121,-0.301,0.08,-0.0877,NA,0.29,NA,0.036,36.5,10.5,0,2020-07-08,0.315
8600,40,OMAHA,31,571327,2020-07-09,-0.109,0.0329,1.04,-0.126,-0.3,0.0814,-0.0891,NA,0.27,NA,0.042,12.5,5,0,2020-07-09,0.315
8601,40,OMAHA,31,571327,2020-07-10,-0.107,0.03,1.03,-0.127,-0.301,0.0814,-0.0891,NA,0.42,NA,0.0375,20.5,5,0,2020-07-10,0.315
8602,40,OMAHA,31,571327,2020-07-11,-0.103,0.03,1.03,-0.13,-0.301,0.0814,-0.0891,NA,0.38,NA,0.045,15,6,0,2020-07-11,0.315
8603,40,OMAHA,31,571327,2020-07-12,-0.1,0.0329,1.06,-0.129,-0.306,0.0814,-0.0891,NA,0.32,NA,0.036,14,5,0,2020-07-12,0.315
8604,40,OMAHA,31,571327,2020-07-13,-0.103,0.0329,1.07,-0.126,-0.3,0.08,-0.0874,NA,0.35,NA,0.0335,24.5,6,0,2020-07-13,0.315
8605,40,OMAHA,31,571327,2020-07-14,-0.104,0.0329,1.07,-0.13,-0.297,0.08,-0.0874,NA,0.175,NA,0.04,28,8,0,2020-07-14,0.315
8606,40,OMAHA,31,571327,2020-07-15,-0.103,0.0357,1.05,-0.134,-0.296,0.0814,-0.089,NA,0.16,NA,0.0325,13,6,0,2020-07-15,0.2192857142857143
